clip_id,source,parent_id,material,interaction,wetness,rigidity,resonance,granularity,continuity,notes
c53cc930a756,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_10_STOMP_416-chunk14.wav
62435083be85,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_ASPH_11_LAND_416-chunk1.wav
8867eeb29ca1,ulfc,,rock,impact,1,5,3,2,1,path=chunks/HEEL_CONC_10_STOMP_416-chunk8.wav
7042ae2e173a,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_10_STOMP_416-chunk12.wav
4486c3343e8b,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_CONC_11_LAND_KMR81-chunk4.wav
a74c29e793e5,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_10_STOMP_KMR81-chunk5.wav
a172b2809b30,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_CONC_10_STOMP_KMR81-chunk6.wav
b6794c42e525,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_ASPH_10_STOMP_416-chunk12.wav
802e34642102,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_10_STOMP_KMR81-chunk12.wav
b708e50a841e,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_CONC_11_LAND_KMR81-chunk8.wav
917e06d12553,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_11_LAND_416-chunk6.wav
cf774b3a9d4c,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_ASPH_10_STOMP_KMR81-chunk5.wav
bf3a9e081b09,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_ASPH_11_LAND_416-chunk4.wav
56058d0e588f,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_ASPH_10_STOMP_KMR81-chunk10.wav
1a6a38270bbe,ulfc,,rock,impact,1,5,3,2,1,path=chunks/HEEL_CONC_11_LAND_KMR81-chunk11.wav
e858b6984dc7,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_CONC_11_LAND_416-chunk11.wav
7b1738d596b5,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_ASPH_10_STOMP_416-chunk6.wav
166f21380c39,ulfc,,rock,impact,1,5,3,2,1,path=chunks/HEEL_ASPH_10_STOMP_416-chunk12.wav
a3a6ac4b20cb,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_CONC_11_LAND_KMR81-chunk9.wav
5be52bf83b5f,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_CONC_10_STOMP_416-chunk12.wav
9fb049ed22d9,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_10_STOMP_KMR81-chunk5.wav
6cab1cde4d40,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_ASPH_11_LAND_416-chunk0.wav
9a1788b049a2,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_CONC_10_STOMP_416-chunk3.wav
ad6d0a4eba21,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_ASPH_10_STOMP_KMR81-chunk10.wav
a51b3b95525a,ulfc,,rock,impact,1,5,3,2,1,path=chunks/HEEL_ASPH_10_STOMP_KMR81-chunk5.wav
c8c1e9b0935e,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_CONC_10_STOMP_KMR81-chunk6.wav
9c95dfbea5d2,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_10_STOMP_KMR81-chunk13.wav
6a587177edd2,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_10_STOMP_416-chunk4.wav
27e5123a527f,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_ASPH_11_LAND_KMR81-chunk1.wav
ac8d9d498d66,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_10_STOMP_KMR81-chunk9.wav
eb93ecf407a1,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_CONC_11_LAND_416-chunk11.wav
0fd8194b0981,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_CONC_11_LAND_416-chunk0.wav
57cf935579ab,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_ASPH_10_STOMP_416-chunk9.wav
e7fcb5fc0895,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_ASPH_11_LAND_KMR81-chunk7.wav
b1004336c230,ulfc,,rock,impact,1,5,3,2,1,path=chunks/SNEAK_ASPH_11_LAND_416-chunk2.wav
3e63d804f2bb,ulfc,,rock,impact,1,5,3,2,1,path=chunks/DRESS_CONC_11_LAND_416-chunk4.wav
dbacf132fb76,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_10_STOMP_KMR81-chunk10.wav
1da07a729dfe,ulfc,,rock,impact,1,5,3,2,1,path=chunks/BOOT_ASPH_11_LAND_KMR81-chunk6.wav
b8b7c5f6b977,ulfc,,rock,impact,1,5,3,2,1,path=chunks/FLAT_CONC_11_LAND_KMR81-chunk11.wav
f1d83f98f0f0,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_16_SCRAPE4_KMR81-chunk1.wav
9664f2815b62,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_16_SCRAPE4_KMR81-chunk8.wav
12113e925a00,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_15_SCRAPE3_KMR81-chunk10.wav
be12feecf014,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_17_SCRAPE5_KMR81-chunk2.wav
97dc85ab7ecd,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_15_SCRAPE3_416-chunk0.wav
23510f4f2a43,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_15_SCRAPE3_KMR81-chunk1.wav
50f74b3a771f,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_17_SCRAPE5_KMR81-chunk1.wav
18bf58456a10,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_14_SCRAPE2_KMR81-chunk4.wav
2f7ea422670d,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_15_SCRAPE3_KMR81-chunk1.wav
a006fa7d4d5d,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_15_SCRAPE3_KMR81-chunk13.wav
0b1c9fb6e388,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_15_SCRAPE3_KMR81-chunk0.wav
e41dcc74d0ce,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_16_SCRAPE4_416-chunk12.wav
fdc7e9ebfa0b,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_16_SCRAPE4_416-chunk12.wav
989079bd206a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_13_SCRAPE1_416-chunk7.wav
569de54d3163,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_15_SCRAPE3_416-chunk8.wav
c5504d8a57f6,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_17_SCRAPE5_416-chunk1.wav
f759073c5741,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_14_SCRAPE2_416-chunk1.wav
449e1f9e7a1a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_12_SCUFF_416-chunk6.wav
dcca1befe93b,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_17_SCRAPE5_416-chunk0.wav
2c1f43beeea7,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_13_SCRAPE1_416-chunk5.wav
f5fb7cd1aeba,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_13_SCRAPE1_KMR81-chunk9.wav
85ccce5cd313,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_15_SCRAPE3_416-chunk5.wav
f06630218f5d,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_15_SCRAPE3_416-chunk10.wav
febd75e0fefe,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_12_SCUFF_KMR81-chunk0.wav
7ff818c4da83,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_12_SCUFF_KMR81-chunk1.wav
3741a47448ef,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_12_SCUFF_416-chunk8.wav
8414c66695a3,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_15_SCRAPE3_416-chunk4.wav
3b205192ef89,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_15_SCRAPE3_416-chunk7.wav
323d17823abd,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_13_SCRAPE1_416-chunk3.wav
7e781edb9d3a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_12_SCUFF_KMR81-chunk1.wav
620b5959d9f3,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_CONC_16_SCRAPE4_KMR81-chunk2.wav
14a2425b36d0,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_17_SCRAPE5_KMR81-chunk0.wav
4c442888ee92,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_15_SCRAPE3_416-chunk1.wav
3b2a28552eca,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_13_SCRAPE1_KMR81-chunk6.wav
48286db34868,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_13_SCRAPE1_416-chunk4.wav
7c73a68d30d1,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_13_SCRAPE1_416-chunk10.wav
ce6a2fd2f7bb,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_14_SCRAPE2_416-chunk3.wav
adabfab7760a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_12_SCUFF_416-chunk9.wav
1f900516f969,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_CONC_13_SCRAPE1_416-chunk14.wav
bd19101db890,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_13_SCRAPE1_416-chunk10.wav
3c055b61d525,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_14_SCRAPE2_KMR81-chunk4.wav
7cb6ddb0cb86,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_ASPH_13_SCRAPE1_KMR81-chunk8.wav
5cc47f23145a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_13_SCRAPE1_KMR81-chunk1.wav
e7b8d3c5b67d,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_13_SCRAPE1_416-chunk9.wav
8ede879d892b,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_12_SCUFF_416-chunk0.wav
8bd8c760e71c,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_14_SCRAPE2_KMR81-chunk0.wav
146f7183f70a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_ASPH_16_SCRAPE4_KMR81-chunk8.wav
df1921005ea7,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_13_SCRAPE1_KMR81-chunk5.wav
48624e54037a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_14_SCRAPE2_416-chunk13.wav
a0abbbafad42,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_15_SCRAPE3_416-chunk5.wav
191222c222a9,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_CONC_16_SCRAPE4_KMR81-chunk5.wav
a88e1d539d96,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_14_SCRAPE2_KMR81-chunk8.wav
b2ef43f56e0f,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_16_SCRAPE4_KMR81-chunk4.wav
f6fec8faafb0,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_15_SCRAPE3_KMR81-chunk3.wav
a90894c4932a,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/FLAT_ASPH_13_SCRAPE1_KMR81-chunk6.wav
72e40b413bdb,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/SNEAK_CONC_15_SCRAPE3_KMR81-chunk3.wav
83e02e6fd3ad,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_16_SCRAPE4_KMR81-chunk14.wav
8232f7b2ec53,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/BOOT_ASPH_15_SCRAPE3_KMR81-chunk10.wav
3569716a4454,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/DRESS_ASPH_12_SCUFF_KMR81-chunk3.wav
79fc8ebf6057,ulfc,,rock,scrape,1,5,3,2,4,path=chunks/HEEL_CONC_12_SCUFF_416-chunk6.wav
3fe4ce97455a,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_05_WALK FAST_KMR81-chunk14.wav
f83f68125c77,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_01_WALK XX SLOW_KMR81-chunk11.wav
17215ff3a5a6,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_METAL1_05_WALK FAST_KMR81-chunk5.wav
0789c5595e6d,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_GRATE_02_WALK X SLOW_416-chunk6.wav
2f9b56f97e6a,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_DIAMOND_07_RUN_416-chunk12.wav
ce7a6d5a2475,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_05_WALK FAST_KMR81-chunk3.wav
71a0b9f9eeb0,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_GRATE_01_WALK XX SLOW_KMR81-chunk7.wav
af8d5497dd32,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_08_STAIR SLOW_KMR81-chunk10.wav
d44c7cc3340c,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_GRATE_06_JOG_KMR81-chunk21.wav
d8d9a5c9a5d7,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_08_STAIR SLOW_KMR81-chunk1.wav
2def7874df00,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_METAL1_07_RUN_416-L-chunk8.wav
4ed326aacc86,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_05_WALK FAST_KMR81-chunk16.wav
4892c4a612aa,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_GRATE_07_RUN_416-chunk1.wav
5e2beff4ebe2,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_09_STAIR FAST_KMR81-chunk19.wav
15f9119f67d9,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_GRATE_06_JOG_KMR81-chunk18.wav
6402ca45c574,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_09_STAIR FAST_KMR81-chunk0.wav
81f6fb3217a5,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_DIAMOND_01_WALK XX SLOW_416-chunk3.wav
802a5d331bb7,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_01_WALK XX SLOW_416-chunk3.wav
1de32df6d9b5,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_METAL1_06_JOG_416-chunk3.wav
0c67e4f70fc2,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_GRATE_09_STAIR FAST_416-chunk15.wav
d6fe5a2523f5,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_06_JOG_416-chunk3.wav
73732c8695c1,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_GRATE_09_STAIR FAST_416-chunk14.wav
96443e6704ba,ulfc,,metal,step,1,5,4,2,3,path=chunks/HEEL_DIAMOND_07_RUN_KMR81-chunk23.wav
75209b3e291e,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_METAL1_07_RUN_416-chunk12.wav
abf1bbebd62e,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_METAL1_06_JOG_KMR81-chunk6.wav
c63ca8231201,ulfc,,metal,step,1,5,4,2,3,path=chunks/FLAT_DIAMOND_07_RUN_416-chunk13.wav
55ea40ad5ca7,ulfc,,metal,step,1,5,4,2,3,path=chunks/DRESS_DIAMOND_04_WALK MED_416-chunk1.wav
9373ef024489,ulfc,,metal,step,1,5,4,2,3,path=chunks/SNEAK_DIAMOND_07_RUN_416-chunk22.wav
693a1d23de0f,ulfc,,metal,step,1,5,4,2,3,path=chunks/BOOT_DIAMOND_02_WALK X SLOW_416-chunk14.wav
